dt,dt/tau,C,C*tau,C*dt
100,1.0,0.25,25.0,25.0
101,1.01,0.1256575927734375,12.56575927734375,12.691416870117187
102,1.02,0.0720325927734375,7.20325927734375,7.347324462890625
103,1.03,0.0463372802734375,4.63372802734375,4.772739868164063
104,1.04,0.032676513671875,3.2676513671875,3.3983574218749997
105,1.05,0.02487188720703125,2.487188720703125,2.611548156738281
106,1.06,0.01972064208984375,1.972064208984375,2.0903880615234374
107,1.07,0.016320556640625,1.6320556640625001,1.7462995605468752
108,1.08,0.01394573974609375,1.394573974609375,1.5061398925781249
109,1.09,0.0120909423828125,1.2090942382812502,1.3179127197265625
110,1.1,0.01069744873046875,1.069744873046875,1.1767193603515624
111,1.11,0.00960479736328125,0.960479736328125,1.0661325073242187
112,1.12,0.00878179931640625,0.878179931640625,0.9835615234375
113,1.13,0.0079259033203125,0.7925903320312501,0.8956270751953125
114,1.14,0.00725653076171875,0.725653076171875,0.8272445068359375
115,1.15,0.0066895751953125,0.66895751953125,0.7693011474609375
116,1.16,0.006170166015625,0.6170166015625,0.7157392578125
117,1.17,0.00571649169921875,0.5716491699218751,0.6688295288085938
118,1.18,0.0053990478515625,0.53990478515625,0.637087646484375
119,1.19,0.00515338134765625,0.5153381347656251,0.6132523803710938
120,1.2,0.00473748779296875,0.473748779296875,0.56849853515625
121,1.21,0.0044996337890625,0.44996337890625,0.5444556884765624
122,1.22,0.0042955322265625,0.42955322265625,0.524054931640625
123,1.23,0.0041221923828125,0.41221923828124996,0.5070296630859374
124,1.24,0.00395489501953125,0.395489501953125,0.49040698242187497
125,1.25,0.00381951904296875,0.381951904296875,0.47743988037109375
126,1.26,0.00362860107421875,0.362860107421875,0.4572037353515625
127,1.27,0.0034417724609375,0.34417724609375,0.4371051025390625
128,1.28,0.00326544189453125,0.32654418945312497,0.4179765625
129,1.29,0.00315570068359375,0.315570068359375,0.4070853881835938
130,1.3,0.0029693603515625,0.29693603515625,0.386016845703125
131,1.31,0.0029193115234375,0.29193115234375,0.3824298095703125
132,1.32,0.00284149169921875,0.284149169921875,0.375076904296875
133,1.33,0.0027557373046875,0.27557373046875,0.3665130615234375
134,1.34,0.002573486328125,0.25734863281250003,0.34484716796875003
135,1.35,0.00246466064453125,0.246466064453125,0.3327291870117188
136,1.36,0.00237322998046875,0.237322998046875,0.32275927734375004
137,1.37,0.00239599609375,0.239599609375,0.32825146484375
138,1.38,0.0023187255859375,0.23187255859375,0.319984130859375
