t,C,C*t
908,1.77002e-05,0.0160718
909,-0.000205688,-0.186971
910,0.000308838,0.281042
911,0.000319214,0.290804
912,-0.000169067,-0.154189
913,2.0752e-05,0.0189465
914,-0.000361938,-0.330812
915,-5.06592e-05,-0.0463531
916,-7.93457e-06,-0.00726807
917,-0.000114746,-0.105222
918,-0.000307617,-0.282393
919,-3.54004e-05,-0.032533
920,-0.000218506,-0.201025
921,-0.000127563,-0.117486
922,-0.000252686,-0.232976
923,-0.000350952,-0.323929
924,-0.000252686,-0.233481
925,-6.16455e-05,-0.0570221
926,-2.68555e-05,-0.0248682
927,5.49316e-06,0.00509216
928,-0.000126343,-0.117246
929,-0.000118408,-0.110001
930,-0.000192261,-0.178802
931,-0.000283813,-0.26423
932,6.22559e-05,0.0580225
933,7.01904e-05,0.0654877
934,1.2207e-06,0.00114014
935,8.48389e-05,0.0793243
936,-0.000397949,-0.37248
937,0.000136719,0.128105
938,-0.000234985,-0.220416
939,0.0003479,0.326678
940,-0.000112305,-0.105566
941,-0.00012207,-0.114868
942,-1.40381e-05,-0.0132239
943,-5.31006e-05,-0.0500739
944,-0.000140381,-0.13252
945,-0.000122681,-0.115933
946,-5.43213e-05,-0.0513879
947,-0.000147095,-0.139299
948,-0.000118408,-0.112251
949,8.54492e-06,0.00810913
950,-0.000114136,-0.108429
951,-0.000477905,-0.454488
952,-7.69043e-05,-0.0732129
953,0.000227051,0.216379
954,0.000448608,0.427972
955,0.000429688,0.410352
956,2.44141e-05,0.0233398
957,9.76563e-06,0.0093457
958,0.000199585,0.191202
959,-1.83105e-05,-0.0175598
960,-0.000288086,-0.276562
961,-0.000125122,-0.120242
962,7.8125e-05,0.0751563
963,-0.000135498,-0.130485
964,-0.000204468,-0.197107
965,-0.000150757,-0.14548
966,2.56348e-05,0.0247632
967,0.000112915,0.109189
968,0.000176392,0.170747
969,3.84521e-05,0.0372601
970,0.000117187,0.113672
971,0.000144043,0.139866
972,-0.000253296,-0.246204
973,4.15039e-05,0.0403833
974,-0.000137329,-0.133759
975,-0.000136108,-0.132706
976,-0.000273438,-0.266875
977,-0.000178833,-0.17472
978,-0.000177612,-0.173705
979,-9.52148e-05,-0.0932153
980,-9.46045e-05,-0.0927124
981,0.000282593,0.277224
982,0.000462646,0.454319
983,0.000140991,0.138594
984,-4.39453e-05,-0.0432422
985,0.000106201,0.104608
986,-0.000447388,-0.441124
987,-9.39941e-05,-0.0927722
988,3.11279e-05,0.0307544
989,1.58691e-05,0.0156946
990,4.02832e-05,0.0398804
991,0.00010498,0.104036
992,0.000166626,0.165293
993,-6.34766e-05,-0.0630322
994,0.000236206,0.234789
995,6.22559e-05,0.0619446
996,1.52588e-05,0.0151978
997,0.000167847,0.167343
998,-0.00020874,-0.208323
999,5.5542e-05,0.0554865
